Suborder,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW
Anisoptera,227.617,265.357,35.602,32.745,35.973,34.11,8.213,9.567,8.774,10.933,0.623712857,0.311511015,0.044539153,-0.074836548
Anisoptera,191.202,225.51,33.369,31.814,33.75,33.242,7.091,8.435,7.578,9.97,0.644089056,0.331104744,0.024706318,-0.036483846
Anisoptera,197.887,235.484,34.131,31.623,34.692,32.925,7.25,8.869,7.885,10.657,0.633312996,0.363548698,0.033505174,-0.069100502
Anisoptera,195.513,237.565,33.211,30.882,33.644,32.396,7.292,9.081,7.811,9.948,0.603334382,0.372100621,0.02960329,-0.057916403
Anisoptera,228.984,289.746,34.184,33.369,34.618,34.692,8.266,10.287,8.954,11.218,0.560379089,0.349603417,0.027397193,-0.098064683
Anisoptera,243.622,288.732,36.819,34.195,37.063,35.952,8.382,10.139,9.197,11.991,0.586521987,0.383868119,0.030937666,-0.049010846
Anisoptera,359.12,468.373,44.556,43.625,45.0,44.641,10.414,12.764,10.753,13.758,0.659924741,0.335704125,0.074497467,-0.054923771
Anisoptera,359.791,470.516,46.059,44.958,46.228,45.868,10.372,12.869,10.774,14.012,0.654304029,0.424088602,0.094112343,-0.010276609
Anisoptera,321.958,430.469,44.048,41.55,44.619,43.074,9.673,12.425,10.181,14.542,0.670303605,0.385257985,0.096468647,-0.044347564
Anisoptera,357.22,449.866,41.974,40.682,42.418,41.466,11.282,13.123,11.472,13.907,0.663173653,0.436447167,0.09892217,-0.0571697
Anisoptera,408.804,528.058,45.699,44.238,46.143,46.609,11.748,14.372,12.129,15.917,0.646330275,0.382379655,0.091555994,0.010191902
Anisoptera,373.725,486.215,43.519,42.662,43.942,44.651,11.218,13.642,11.557,14.954,0.673169557,0.435648258,0.077083811,-0.018160209
Anisoptera,304.563,389.945,40.174,38.576,40.577,40.344,9.948,11.959,10.287,13.568,0.653364632,0.376180483,0.079461162,-0.041422327
Anisoptera,280.282,389.52,36.449,37.698,36.502,39.307,9.843,12.308,10.171,13.155,0.668019716,0.451265482,0.09786224,-0.014998909
Anisoptera,305.484,414.832,39.92,39.243,40.069,40.079,10.086,12.711,10.53,14.108,0.694664554,0.437549512,0.076612337,-0.040257814
Anisoptera,302.553,399.612,40.439,39.285,40.661,40.016,9.726,12.181,10.075,13.335,0.654086413,0.450674425,0.076503503,-0.043777627
Anisoptera,331.105,410.159,42.863,40.809,43.095,42.037,9.567,11.811,10.118,12.912,0.557956778,0.334843907,0.029128614,-0.071066592
Anisoptera,317.982,376.884,41.106,39.561,41.296,40.407,9.779,11.24,10.372,12.34,0.537672988,0.260869565,0.027348878,-0.101276159
Anisoptera,319.366,399.189,42.905,41.444,43.413,42.058,8.996,11.367,9.546,12.848,0.496343247,0.320080523,0.015912501,-0.112535214
Anisoptera,283.068,348.032,40.45,38.248,40.704,39.899,8.488,10.71,9.017,12.213,0.504940198,0.330503979,0.013198272,-0.084022141
Anisoptera,438.587,522.34,49.064,46.186,49.721,47.498,10.943,13.229,11.388,15.367,0.582801192,0.23083779,0.024253366,-0.104194884
Anisoptera,598.944,736.332,58.78,57.214,59.351,58.23,12.594,15.325,13.314,16.785,0.582738944,0.200290803,0.010546977,-0.106283408
Anisoptera,644.547,788.541,60.029,57.785,60.219,58.865,13.208,16.341,14.161,18.352,0.554657294,0.268967997,0.00195475,-0.107743626
Anisoptera,634.449,766.364,60.071,57.891,60.283,59.161,12.827,15.875,13.801,17.357,0.549859551,0.196779964,-0.00703863,-0.102501558
Anisoptera,547.248,647.605,55.647,52.853,56.049,53.382,12.107,14.647,12.954,15.685,0.544561934,0.28667724,0.015472241,-0.116733324
Anisoptera,560.81,668.352,56.854,53.89,56.896,55.245,11.98,14.626,12.806,15.769,0.566220238,0.215708812,0.004003155,-0.106203318
Anisoptera,560.578,671.904,56.452,53.277,56.79,54.123,12.129,15.05,13.039,16.256,0.552366754,0.176769652,0.008625939,-0.119711604
Anisoptera,555.048,684.19,56.748,54.97,57.341,55.393,12.002,14.944,12.785,16.214,0.4625323,0.261750096,0.014124017,-0.112741406
Anisoptera,567.808,689.13,56.24,54.547,56.494,55.203,12.298,15.198,13.25,17.166,0.451854627,0.307515337,-0.004582114,-0.115905422
Anisoptera,547.67,666.718,55.287,53.552,56.452,55.605,12.107,14.478,12.742,16.658,0.57367829,0.266463647,0.035616435,-0.076728914
Anisoptera,538.683,623.1,54.187,52.176,54.483,54.166,12.7,14.838,12.996,16.002,0.620823621,0.468151622,0.037475471,-0.034324101
Anisoptera,618.623,749.055,60.283,56.325,60.431,58.653,13.081,16.298,13.843,17.42,0.6,0.337784193,0.02766186,-0.072530974
Anisoptera,579.779,689.262,56.494,53.912,56.769,55.139,12.742,15.727,13.589,16.955,0.58650261,0.309021113,0.013521438,-0.094004176
Anisoptera,559.814,667.09,54.398,50.927,54.61,52.705,13.018,15.896,13.589,17.187,0.573255814,0.332128514,0.026022149,-0.077914796
Anisoptera,600.35,721.639,58.441,54.885,58.484,56.748,12.975,16.171,13.737,17.124,0.565689468,0.326370757,0.031993151,-0.083918246
Anisoptera,512.45,625.969,54.801,52.176,55.033,54.61,11.642,14.732,12.277,15.981,0.581538462,0.358914729,0.021920581,-0.062619383
Anisoptera,525.484,615.443,55.774,52.769,56.536,54.589,12.404,14.711,12.827,15.24,0.602396106,0.479255525,0.042030302,-0.025333401
Anisoptera,534.276,618.615,55.266,53.001,55.287,54.25,12.15,14.647,12.615,15.092,0.652756508,0.47288334,0.018645388,-0.053443067
Anisoptera,634.528,791.439,60.738,58.177,61.225,59.161,13.282,16.637,14.002,18.15,0.599827139,0.389624329,0.02748381,-0.085836134
Anisoptera,558.779,679.578,56.071,54.631,57.023,56.621,12.404,15.494,12.933,17.844,0.605419451,0.36411215,0.032507083,-0.048571301
Anisoptera,600.839,705.053,57.743,55.372,58.547,57.319,13.145,15.515,14.076,17.674,0.60845987,0.453471197,0.027980593,-0.051940557
Anisoptera,661.008,777.254,59.965,56.748,60.6,59.394,13.737,16.658,14.69,18.542,0.587495634,0.296507484,0.013715294,-0.080062287
Anisoptera,595.363,718.04,57.277,54.61,57.7,57.087,12.933,16.171,13.928,18.246,0.526412326,0.342602892,0.017910139,-0.065193302
Anisoptera,514.254,625.298,53.763,51.118,53.996,52.705,12.319,14.605,12.975,15.769,0.571148569,0.320080321,0.043278313,-0.09315186
Anisoptera,515.353,609.619,54.377,51.71,54.758,52.811,11.896,14.69,12.615,15.727,0.587166602,0.316633267,0.017173912,-0.082050307
Anisoptera,557.132,675.537,56.43,54.377,56.579,55.287,12.319,15.388,12.975,17.399,0.59446315,0.264931087,0.020904388,-0.096720557
Anisoptera,540.558,655.871,54.441,52.007,54.843,53.827,12.573,15.388,13.229,16.933,0.589733694,0.3798663,0.024711362,-0.080034992
Anisoptera,559.948,683.122,56.557,53.255,56.663,54.885,12.319,16.023,13.229,17.314,0.443033246,0.30158118,0.019220232,-0.103588991
Anisoptera,544.365,647.865,56.325,53.615,56.473,55.033,12.319,14.944,12.848,16.552,0.582458771,0.368461539,0.018352511,-0.075955621
Anisoptera,449.696,543.37,50.567,48.154,50.715,49.064,11.197,13.504,11.578,14.626,0.584724541,0.419327006,0.005649682,-0.101912727
Anisoptera,246.686,315.075,35.37,33.846,35.518,34.544,8.869,11.367,9.356,12.086,0.615017878,0.319852941,0.038164862,-0.102067115
Anisoptera,222.729,267.384,34.29,31.581,34.354,32.935,8.319,10.118,8.742,10.943,0.647566235,0.327120823,0.03538454,-0.060752513
Anisoptera,218.596,264.69,34.332,31.687,34.544,33.041,8.107,10.308,8.573,12.446,0.625612745,0.292120436,0.044509767,-0.041314348
Anisoptera,236.955,282.328,35.01,33.084,35.073,33.867,8.467,10.626,8.89,11.091,0.462884731,0.23625,0.015897513,-0.089945423
Anisoptera,242.906,285.016,35.264,33.486,35.37,34.332,8.509,10.329,8.975,11.684,0.44823459,0.310110974,0.00760576,-0.095978934
Anisoptera,203.528,235.345,33.338,31.348,33.359,31.348,7.599,9.398,8.107,9.8,0.441624366,0.245104659,0.015002513,-0.103142984
Anisoptera,192.341,219.113,31.03,29.443,32.427,29.718,7.535,9.292,7.959,9.8,0.62924282,0.228632479,0.023980668,-0.115159703
Anisoptera,206.424,255.628,33.136,31.433,33.211,32.025,7.684,9.832,8.414,10.869,0.552262588,0.268010575,0.028287755,-0.082341529
Anisoptera,158.228,192.413,29.21,28.935,29.252,28.977,6.668,8.192,7.049,8.678,0.421128799,0.165084003,0.006572443,-0.111154639
Anisoptera,188.639,227.762,33.655,31.877,33.719,32.343,6.943,8.7,7.514,9.229,0.433772756,0.196989529,0.026063656,-0.085689389
Anisoptera,193.616,225.909,33.422,31.835,33.613,32.089,7.218,8.551,7.747,8.742,0.620277078,0.10817942,0.03987273,-0.065620072
Anisoptera,211.3,252.81,33.771,33.031,33.951,33.136,7.546,9.419,8.065,10.509,0.446072319,0.260938997,0.004095685,-0.108822012
Anisoptera,218.062,258.002,34.428,33.75,34.682,33.793,7.673,9.409,8.223,10.075,0.444003662,0.241465706,0.006663906,-0.106152319
Anisoptera,200.548,244.872,33.2,32.004,33.253,32.533,7.313,9.176,8.022,10.171,0.595162317,0.128171763,0.009572839,-0.100057909
Anisoptera,394.232,513.108,44.768,45.043,45.022,45.868,11.303,13.716,11.726,14.796,0.65303244,0.345177665,0.062660347,-0.055341064
Anisoptera,435.558,546.041,46.419,45.381,47.456,46.482,11.896,14.584,12.425,16.15,0.620428189,0.434881603,0.079387948,-0.048046599
Anisoptera,359.537,480.505,42.524,42.947,43.18,44.281,10.943,13.229,11.113,14.224,0.624509804,0.459847036,0.074153386,-0.045404258
Anisoptera,376.484,493.224,43.244,43.603,43.349,44.323,11.091,13.272,11.578,14.923,0.59765625,0.354823305,0.068127465,-0.06112526
Anisoptera,560.031,716.077,53.234,52.938,53.806,53.488,13.441,16.574,13.928,18.14,0.61054288,0.374752671,0.053837366,-0.06488868
Anisoptera,530.991,681.748,53.425,53.277,53.742,53.954,12.637,15.685,13.123,16.933,0.59393462,0.431934092,0.053779267,-0.051977989
Anisoptera,542.071,679.143,52.345,52.218,53.509,52.769,13.145,15.854,13.504,17.272,0.610363924,0.336542319,0.063197326,-0.056188666
Anisoptera,535.761,693.086,51.52,51.901,52.536,52.874,13.187,16.044,13.716,17.484,0.60918614,0.43755004,0.061130435,-0.060860603
Anisoptera,525.366,690.238,52.324,52.917,53.065,53.827,12.827,16.023,13.229,17.653,0.601116873,0.315768777,0.060409869,-0.053717544
Anisoptera,470.13,604.036,47.964,48.345,48.451,48.789,12.531,15.007,12.975,16.552,0.581039755,0.329284165,0.052465154,-0.081834353
Anisoptera,485.895,641.739,49.297,49.721,50.44,51.943,12.467,15.536,12.933,17.547,0.600083928,0.435207824,0.066915254,-0.022583014
Anisoptera,480.81,639.416,50.44,51.096,51.647,52.366,12.213,15.198,12.594,16.447,0.59795082,0.33589329,0.066801971,-0.050609017
Anisoptera,535.892,701.279,52.366,52.62,52.62,54.398,13.293,15.748,13.737,17.23,0.611021722,0.40233463,0.068224912,-0.047653838
Anisoptera,468.541,620.789,49.361,49.149,49.911,50.588,12.213,15.113,12.488,16.108,0.620441052,0.348117155,0.066211049,-0.062373643
Anisoptera,460.258,604.705,47.921,47.519,48.218,48.768,12.679,15.113,12.996,16.616,0.613696225,0.37109375,0.071855623,-0.059680096
Anisoptera,493.601,642.539,50.504,50.44,50.694,51.393,13.06,15.177,13.335,16.468,0.597077244,0.407331137,0.072321437,-0.066872644
Anisoptera,493.18,615.316,49.636,48.768,50.906,49.848,12.827,15.05,13.335,16.383,0.587110187,0.458598726,0.07676241,-0.058365527
Anisoptera,434.105,550.498,46.059,46.313,46.482,46.842,11.917,14.266,12.319,15.367,0.599726776,0.299141437,0.052050593,-0.075384855
Anisoptera,527.003,684.583,51.689,51.71,52.769,53.192,13.208,15.896,13.504,17.378,0.635780185,0.331078392,0.060931862,-0.066434058
Anisoptera,497.886,635.452,51.414,49.932,53.086,53.171,12.552,14.944,13.208,16.912,0.622807018,0.374203822,0.098434686,-0.012708187
Anisoptera,431.25,498.437,49.213,47.689,49.699,48.641,10.964,12.933,11.43,13.78,0.611158433,0.347258486,0.040802599,-0.02360525
Anisoptera,405.157,466.527,46.757,46.08,47.879,46.905,10.626,12.594,11.303,13.61,0.544650752,0.297833935,0.0510969,-0.048071809
Anisoptera,401.341,458.897,47.308,45.635,47.435,46.44,10.414,12.404,11.176,13.166,0.635876841,0.324977211,0.028742872,-0.054605802
Anisoptera,390.231,448.874,47.943,46.165,48.578,46.863,10.075,12.298,10.541,12.954,0.610457516,0.339205059,0.042364802,-0.042341485
Anisoptera,394.648,471.238,47.816,46.482,47.816,47.689,10.435,12.467,11.43,13.631,0.609119079,0.325787838,0.039340382,-0.048530085
Anisoptera,376.075,448.142,46.27,43.646,46.27,46.038,10.245,12.594,10.753,13.399,0.6084172,0.348045977,0.049295827,-0.031386194
Anisoptera,416.422,490.695,49.128,47.54,49.615,48.472,10.837,12.446,11.494,13.293,0.607081911,0.33930131,0.056039805,-0.07505528
Anisoptera,377.503,438.277,46.905,44.45,47.265,45.699,10.075,11.811,10.647,12.742,0.632781012,0.360815192,0.043258214,-0.055094125
Anisoptera,376.466,438.108,45.678,44.217,46.228,46.016,10.372,11.748,10.901,12.848,0.589285714,0.352805888,0.047586211,-0.045587262
Anisoptera,372.994,405.369,47.117,43.794,47.625,43.963,10.245,11.134,10.689,12.15,0.636,0.384689456,0.064224192,-0.05588671
Anisoptera,376.459,446.97,46.016,43.879,46.186,45.17,10.202,12.15,10.795,13.187,0.586617782,0.340674789,0.036887335,-0.060769048
Anisoptera,352.134,400.65,45.043,43.18,45.508,44.768,9.864,11.24,10.647,12.615,0.619534884,0.340898345,0.047789777,-0.023029471
Anisoptera,372.94,437.089,48.091,45.932,48.789,46.948,9.821,11.451,10.478,12.764,0.622559653,0.396302976,0.060803696,-0.03871832
Anisoptera,405.047,479.989,47.159,44.577,47.223,45.36,10.541,12.933,11.07,13.78,0.561183326,0.272515166,0.014681749,-0.083188614
Anisoptera,440.042,560.601,50.398,47.244,51.435,49.869,11.155,14.436,11.98,16.51,0.558024691,0.320458404,0.024880783,-0.093387173
Anisoptera,462.965,575.573,50.842,47.583,51.308,50.419,11.472,14.478,12.065,16.468,0.570544555,0.270361041,0.005467983,-0.090804448
Anisoptera,310.261,387.064,42.333,38.968,42.63,40.407,9.271,11.769,9.843,12.679,0.569513406,0.212676794,0.034650409,-0.097464744
Anisoptera,868.828,1077.009,70.538,68.093,70.58,70.062,15.367,18.976,16.32,20.638,0.537861748,0.429003021,0.012358592,-0.085280737
Anisoptera,332.813,429.945,42.82,41.254,43.222,43.095,9.948,12.51,10.245,13.526,0.637610186,0.390962672,0.061768679,-0.021160855
Anisoptera,320.421,426.728,41.317,41.085,41.571,42.46,9.716,12.234,10.097,13.42,0.585539715,0.320538385,0.053027707,-0.054499763
Anisoptera,292.488,396.245,39.624,39.137,40.047,40.09,9.271,11.917,9.716,12.869,0.568181818,0.308870116,0.042464862,-0.08672884
Anisoptera,307.123,392.053,39.963,39.18,40.513,40.682,9.716,11.811,10.075,13.166,0.620167189,0.51144641,0.0595563,-0.03046952
Anisoptera,317.608,398.452,41.444,40.492,41.91,42.101,9.61,11.663,9.906,12.51,0.618181818,0.461035696,0.048967731,-0.046561014
Anisoptera,304.049,407.164,40.555,39.37,41.127,41.212,9.313,12.467,9.631,13.949,0.593412249,0.39856189,0.052389018,-0.042367095
Anisoptera,242.182,319.728,35.168,34.343,35.475,35.687,8.784,11.049,9.176,11.896,0.621420048,0.326809015,0.067229728,-0.046227602
Anisoptera,268.692,346.087,37.042,36.386,37.571,37.952,9.25,11.113,9.567,12.552,0.601690141,0.436140547,0.074326863,-0.036083078
Anisoptera,218.17,298.387,33.263,32.978,33.856,34.332,8.297,10.478,8.498,11.218,0.555173492,0.330456227,0.053885096,-0.064650756
Anisoptera,345.099,459.581,41.868,42.587,42.122,44.429,10.351,12.954,10.753,14.055,0.603517588,0.358265841,0.033314778,-0.038572051
Anisoptera,349.266,451.003,43.349,42.355,44.027,44.006,10.308,12.848,10.774,13.631,0.601442308,0.349206349,0.061561852,-0.042495161
Anisoptera,332.001,445.794,41.889,42.143,42.143,43.582,9.906,12.7,10.414,13.758,0.577599196,0.301117047,0.028703355,-0.069286833
Anisoptera,258.918,335.51,40.153,39.645,40.915,41.021,8.488,10.71,8.954,12.213,0.627004656,0.399896801,0.059101664,-0.03018114
Anisoptera,184.992,228.302,33.951,32.914,34.692,34.862,6.752,8.297,7.705,9.843,0.635753508,0.352762599,0.042242717,-0.028164151
Anisoptera,211.772,264.288,34.883,34.608,36.259,36.491,7.578,9.102,8.234,10.52,0.635143024,0.36136891,0.049023416,-0.022742284
Anisoptera,208.694,287.456,36.597,37.105,37.105,38.333,7.006,9.271,7.387,10.456,0.542498574,0.346769741,0.044513794,-0.055808906
Anisoptera,228.559,281.1,36.364,35.221,37.105,37.105,7.874,9.589,8.467,10.71,0.671420422,0.422133486,0.053092277,-0.018580206
Anisoptera,226.314,279.527,36.618,36.407,37.486,37.91,7.895,9.398,8.319,10.075,0.645962733,0.289782245,0.059062482,-0.019960938
Anisoptera,240.659,292.724,39.201,37.126,40.64,39.095,8.149,9.885,8.53,10.626,0.65625,0.370330265,0.070657038,-0.022034944
Anisoptera,205.615,286.367,36.132,36.386,36.618,37.846,7.197,9.8,7.747,11.24,0.620809249,0.361856823,0.045017326,-0.047746726
Anisoptera,217.635,269.919,36.851,35.391,37.55,37.507,7.578,9.144,8.107,10.393,0.635851184,0.409142212,0.051892913,-0.01017295
Anisoptera,211.891,259.912,35.729,34.586,36.174,36.153,7.662,9.144,8.17,10.414,0.653598596,0.285128806,0.04113158,-0.043795169
Anisoptera,428.192,526.894,48.641,47.667,49.213,49.086,10.859,13.61,11.557,14.372,0.464946237,0.087537732,0.006813048,-0.106487538
Anisoptera,403.468,501.087,49.022,45.36,49.657,46.482,10.266,13.568,10.943,14.52,0.527706735,0.287340619,0.021749264,-0.139919629
Anisoptera,280.966,370.514,40.767,40.555,41.444,41.635,8.678,11.43,9.229,12.129,0.630745659,0.361464159,0.05144207,-0.056452978
Anisoptera,250.521,303.108,38.904,37.613,40.005,39.709,8.213,9.673,8.7,11.43,0.67037037,0.390191898,0.049870712,-0.029653188
Anisoptera,242.86,281.377,37.973,36.428,38.693,37.677,8.192,9.525,8.721,10.351,0.579321663,0.424157303,0.049827151,-0.045326473
Anisoptera,237.683,294.088,37.55,36.386,38.185,37.783,7.874,9.758,8.488,10.922,0.64578714,0.361904762,0.046510586,-0.056076841
Anisoptera,242.493,295.86,38.714,37.444,39.455,39.201,7.916,9.377,8.827,11.409,0.623390558,0.322354212,0.031313334,-0.057455121
Anisoptera,250.753,198.223,32.872,33.443,33.994,34.163,8.954,7.747,10.986,8.594,0.303860523,0.693928129,-0.075448836,0.049447302
Anisoptera,252.391,313.618,38.926,37.486,39.264,39.095,7.895,10.012,8.594,10.753,0.679245283,0.295073092,0.035624482,-0.065143149
Anisoptera,257.621,322.554,38.608,37.761,39.307,39.074,8.234,10.456,8.848,11.07,0.616047388,0.36511376,0.043469973,-0.045556809
Anisoptera,238.795,292.189,38.587,36.28,39.18,37.783,7.938,9.673,8.424,10.922,0.62182604,0.388795518,0.045781417,-0.055457444
Anisoptera,234.531,305.685,38.015,36.872,38.672,38.121,7.578,10.033,7.98,10.732,0.625068418,0.310383121,0.027483604,-0.075641446
Anisoptera,460.851,573.71,51.075,48.81,51.414,50.038,11.494,14.457,12.298,16.51,0.55701935,0.322335025,0.041289918,-0.086190504
Anisoptera,434.594,536.89,49.953,47.689,50.694,49.403,10.837,13.737,11.451,15.24,0.586221294,0.271208226,0.025474039,-0.088453734
Anisoptera,403.642,502.661,48.408,46.249,48.853,48.408,10.456,12.785,11.557,14.753,0.550259965,0.435067774,0.038704963,-0.053932258
Anisoptera,292.106,367.476,42.693,41.212,43.032,42.693,8.615,11.007,9.229,12.869,0.679291687,0.38076351,0.036029347,-0.050288393
Anisoptera,373.945,442.806,47.096,44.217,47.794,45.403,9.758,11.917,10.583,13.166,0.574402126,0.095104895,0.027974323,-0.079775949
Anisoptera,337.539,422.998,45.191,43.011,45.466,44.45,9.504,11.705,10.181,13.822,0.592178771,0.372857143,0.026950921,-0.07915812
Anisoptera,348.312,431.344,46.292,43.328,46.948,45.466,9.44,11.557,10.097,13.674,0.552750225,0.352886406,0.034688546,-0.070216177
Anisoptera,318.261,400.732,42.651,42.016,42.968,43.201,9.271,11.578,9.737,12.721,0.559113301,0.117589417,0.016042686,-0.067720823
Anisoptera,395.464,539.128,51.414,49.424,51.901,51.287,9.843,13.589,10.435,15.261,0.668026101,0.338423442,0.053333954,-0.067125238
Anisoptera,441.137,569.781,49.514,48.779,49.742,49.938,11.134,14.626,11.721,15.764,0.617340426,0.377344495,0.028024737,-0.08783672
Anisoptera,341.36,428.06,46.567,45.635,47.265,46.821,9.229,11.494,9.779,12.425,0.627407076,0.387884268,0.04771037,-0.035330142
Anisoptera,316.914,409.918,45.254,44.26,45.72,45.36,8.911,11.43,9.208,13.039,0.655092593,0.320111993,0.049017062,-0.061059039
Anisoptera,333.89,417.693,45.762,44.217,46.059,45.508,9.059,11.599,9.631,12.975,0.604779412,0.387441861,0.035921618,-0.070677828
Anisoptera,338.618,427.613,46.038,44.26,46.334,45.911,9.419,11.853,9.927,12.806,0.587939699,0.302443522,0.054599328,-0.053626751
Anisoptera,361.786,458.505,47.646,45.932,48.281,47.858,9.356,12.171,9.97,12.933,0.61245068,0.36576736,0.042538997,-0.048944109
Anisoptera,325.249,415.175,45.297,43.921,45.72,45.403,8.784,11.515,9.292,12.171,0.606481482,0.371095571,0.036876801,-0.053771422
Anisoptera,322.711,421.874,45.424,43.73,45.826,45.36,9.123,11.663,9.525,13.081,0.645265589,0.305179655,0.060365134,-0.064108613
Anisoptera,349.083,464.646,46.196,44.916,46.397,45.889,9.419,12.573,9.959,14.669,0.637317518,0.388837638,0.032408475,-0.093743009
Anisoptera,396.444,472.393,50.038,46.884,50.419,48.366,10.075,12.658,10.943,14.288,0.597397145,0.343982495,0.035719431,-0.062148865
Anisoptera,331.183,394.62,45.212,43.032,45.339,43.857,9.504,12.044,10.012,13.483,0.588235294,0.308880309,0.006184099,-0.087397706
Anisoptera,362.184,422.806,45.953,44.863,46.302,46.821,9.97,11.737,11.028,13.758,0.598628571,0.326401447,0.014063548,-0.053680228
Anisoptera,346.087,415.881,45.254,42.81,45.699,44.567,9.546,11.896,10.34,13.896,0.585224641,0.265732605,0.021418377,-0.075542947
Anisoptera,278.474,323.55,39.963,37.931,40.64,39.857,8.742,10.266,9.462,12.15,0.659375,0.36165693,0.038263998,-0.033676172
Anisoptera,284.623,327.793,40.725,38.777,40.894,39.878,8.7,10.287,9.335,11.155,0.4373706,0.131104034,0.025445104,-0.061399102
Anisoptera,292.409,325.434,41.233,38.608,41.466,39.666,9.059,10.308,10.139,11.472,0.464012251,0.109391676,0.029426094,-0.070774557
