coll_uniq_id,Collection Unique ID,Project Unique ID,Suborder,Family,Genus,Species,Species name,Sex,Wing Side,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),Country,State,County,North America,Mexico,South America,Central America,Upload Date,Bisque Unique ID,WRK-WS ID,Collection,Scan Device,User,Notes,Filename,Bisque Image Link
38927,38927,UA-000945,Anisoptera,Aeshnidae,Aeshna,interrupta,Aeshna interrupta,F,right,405.545,556.999,42.863,44.916,43.328,45.508,11.811,15.007,12.7,16.298,0.575476307,0.222325581,0.001122073,-0.129266244,0.585,0.590909091,112.747699,104.4410439,47.244,Canada,British Columbia,,TRUE,FALSE,FALSE,FALSE,12/13/2017 22:05:03,00-DkBFUtW7nUDxKuo9mcTsnc,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000945.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-DkBFUtW7nUDxKuo9mcTsnc
22022,22022,UA-000095,Anisoptera,Aeshnidae,Aeshna,interrupta,Aeshna interrupta,M,right,372.973,470.2,44.45,43.434,44.725,44.831,10.414,13.462,11.388,14.774,0.542356839,0.232294618,-0.003430152,-0.11275937,0.617100372,0.654727794,111.8398979,103.2580655,47.244,United States,New York,Essex,TRUE,FALSE,FALSE,FALSE,12/14/2017 19:48:13,00-9X88S3tL9vpzPyEXGTZ4bm,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000095.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-9X88S3tL9vpzPyEXGTZ4bm
25826,25826,UA-000094,Anisoptera,Aeshnidae,Aeshna,interrupta,Aeshna interrupta,M,right,420.167,534.741,46.927,46.8,47.159,47.181,11.155,14.245,12.192,15.6,0.526032316,0.173171826,-0.004354684,-0.143682299,0.605902778,0.647218453,112.667609,102.368853,47.244,United States,Wisconsin,Bayfield,TRUE,FALSE,FALSE,FALSE,12/14/2017 19:48:09,00-u9ix5CBuPPf2NzPtdBsjXS,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000094.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-u9ix5CBuPPf2NzPtdBsjXS
22015,22015,UA-000096,Anisoptera,Aeshnidae,Aeshna,interrupta,Aeshna interrupta,M,right,373.489,475.732,43.519,43.392,44.133,44.323,10.626,13.483,11.409,14.626,0.568345324,0.271728749,0.003085862,-0.106451419,0.58812616,0.629522431,115.4519868,104.7878111,47.244,United States,New Hampshire,Grafton,TRUE,FALSE,FALSE,FALSE,12/14/2017 19:48:06,00-8EqK3xYA7ChijWsSbiqsCd,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000096.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-8EqK3xYA7ChijWsSbiqsCd
28027,28027,UA-000093,Anisoptera,Aeshnidae,Aeshna,interrupta,Aeshna interrupta,M,right,418.022,543.906,46.821,45.403,47.286,46.228,11.261,14.499,12.065,15.685,0.566248881,0.261904762,0.01950809,-0.148050171,0.589473684,0.615384615,115.066615,107.5184233,47.244,United States,Wisconsin,Bayfield,TRUE,FALSE,FALSE,FALSE,12/14/2017 19:47:50,00-HJT8NdZURfskZVahAzcpmi,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000093.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-HJT8NdZURfskZVahAzcpmi
39680,39680,UA-001222,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,337.794,435.155,41.593,39.92,41.698,40.619,10.435,13.081,11.24,14.965,0.583756345,0.342365816,0.046247519,-0.10601823,0.600753296,0.595473833,118.7618805,108.9976043,47.244,Canada,Alberta,,TRUE,FALSE,FALSE,FALSE,1/4/2018 20:33:19,00-nddNXfiB2jFVV5GA3DsD68,None,UA,None,None,,UA-001222.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-nddNXfiB2jFVV5GA3DsD68
38920,38920,UA-001221,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,280.28,355.639,37.931,36.534,37.994,36.872,9.44,11.748,9.97,13.208,0.61448468,0.396096441,0.025102665,-0.116099477,0.549893843,0.639423077,114.5706521,108.937146,47.244,Canada,Alberta,,TRUE,FALSE,FALSE,FALSE,1/4/2018 20:33:06,00-kgoxcUHywyqPMdHrHL8XgJ,None,UA,None,None,,UA-001221.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-kgoxcUHywyqPMdHrHL8XgJ
38905,38905,UA-001223,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,315.047,421.081,40.069,39.074,40.407,39.878,10.202,12.7,10.732,14.012,0.623886852,0.337579618,0.055908755,-0.106737883,0.544378698,0.593655589,119.8103509,113.1210446,47.244,Canada,Alberta,,TRUE,FALSE,FALSE,FALSE,1/4/2018 20:33:04,00-gMqZpbJXyDFdM49taimzvK,None,UA,None,None,,UA-001223.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-gMqZpbJXyDFdM49taimzvK
48092,48092,UA-001220,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,324.077,429.06,41.825,40.174,42.376,40.979,10.16,12.615,10.732,13.97,0.598901099,0.305785124,0.064521252,-0.117698875,0.526627219,0.616666667,115.2258103,110.5056741,47.244,Canada,Alberta,,TRUE,FALSE,FALSE,FALSE,1/4/2018 20:33:02,00-RUM7NXAS4tjBRW3SisFE2X,None,UA,None,None,,UA-001220.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-RUM7NXAS4tjBRW3SisFE2X
38913,38913,UA-000087,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,317.952,403.774,39.815,38.947,40.746,40.217,10.181,12.467,10.859,13.78,0.59948052,0.252631579,0.044883137,-0.086301184,0.619883041,0.623655914,121.0320389,111.2030042,47.244,Canada,Alberta,,TRUE,FALSE,FALSE,FALSE,12/14/2017 19:47:21,00-SfkRaA5xL7ZTYExNTUCX8P,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000087.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-SfkRaA5xL7ZTYExNTUCX8P
WRK-WS-02508,WRK-WS-02508,WRK-WS-02508,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,349.81,459.244,42.82,41.032,43.773,43.18,10.372,13.145,10.933,15.229,0.592359768,0.472058824,0.041897354,-0.069475787,0.54017425,0.566365532,113.7733518,108.924529,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-dRqEFzWw9A2RHRzb7bfmCe,WRK-WS-02508,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02508.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-dRqEFzWw9A2RHRzb7bfmCe
WRK-WS-02533,WRK-WS-02533,WRK-WS-02533,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,323.882,420.457,41.159,38.597,41.91,41.053,10.001,12.954,10.647,15.092,0.60959596,0.33384893,0.026165471,-0.076614133,0.542743539,0.598176718,111.3371005,108.5112084,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-Aj5EZps8scHNWqYLfwqhWK,WRK-WS-02533,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02533.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Aj5EZps8scHNWqYLfwqhWK
WRK-WS-02545,WRK-WS-02545,WRK-WS-02545,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,F,right,311.517,418.193,40.619,38.746,41.148,39.952,9.705,13.06,10.319,14.552,0.585390947,0.335099338,0.041300717,-0.093702436,0.605128205,0.607272727,134.1603769,113.1139771,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-2hNCQdHJfWXrVaydoK6KbZ,WRK-WS-02545,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02545.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-2hNCQdHJfWXrVaydoK6KbZ
22056,22056,UA-000102,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,304.849,381.744,40.471,39.243,40.555,40.132,9.631,11.726,10.245,12.467,0.605427975,0.24314346,0.025165508,-0.112537025,0.590909091,0.599320883,116.4970913,110.6082582,47.244,Canada,Alberta,,TRUE,FALSE,FALSE,FALSE,1/8/2018 16:43:37,00-8bXHfCHgQqZ85EmYC92Pp5,None,UA,None,None,,UA-000102.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-8bXHfCHgQqZ85EmYC92Pp5
23286,23286,UA-000092,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,293.157,357.002,39.836,38.545,40.09,39.688,8.805,11.028,9.589,12.044,0.581837381,0.223466667,-0.006136709,-0.111790725,0.543046358,0.583479789,113.4638086,106.8932423,47.244,Canada,Alberta,,TRUE,FALSE,FALSE,FALSE,12/14/2017 19:47:53,00-R5wHvaxqp5jQf8GPFCDEdg,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000092.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-R5wHvaxqp5jQf8GPFCDEdg
29621,29621,UA-000091,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,354.425,441.019,43.688,41.868,43.773,42.439,9.927,12.764,10.88,13.801,0.585589942,0.181546135,0.011007745,-0.127123931,0.571984436,0.590490798,114.4158567,106.9692847,47.244,Canada,British Columbia,,TRUE,FALSE,FALSE,FALSE,12/14/2017 19:47:35,00-tauCv3TTtJGBGxEEmRBexM,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000091.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-tauCv3TTtJGBGxEEmRBexM
WRK-WS-02512,WRK-WS-02512,WRK-WS-02512,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,296.34,393.888,39.254,38.365,40.1,39.624,9.25,12.171,10.054,14.086,0.577988915,0.259615385,0.031534528,-0.112811692,0.563157895,0.610067618,115.8029501,109.8169407,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-oKy6XqBkqUyJ2MqW64nnF5,WRK-WS-02512,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02512.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-oKy6XqBkqUyJ2MqW64nnF5
WRK-WS-02527,WRK-WS-02527,WRK-WS-02527,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,351.766,467.453,43.847,42.196,44.376,44.238,9.895,13.155,10.806,15.219,0.538278083,0.23492823,0.018054356,-0.095435877,0.617042116,0.589707928,114.105041,106.063579,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-7hC2fWbKGfJ3p5nPScGfP9,WRK-WS-02527,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02527.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-7hC2fWbKGfJ3p5nPScGfP9
WRK-WS-02528,WRK-WS-02528,WRK-WS-02528,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,336.964,445.507,42.048,40.756,42.99,42.397,9.864,13.039,10.647,14.478,0.552437223,0.263105342,0.030628168,-0.096437815,0.543737575,0.605994152,94.53475342,114.1522882,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-s78vpBQnBXLgqyNsi5aY9g,WRK-WS-02528,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02528.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-s78vpBQnBXLgqyNsi5aY9g
WRK-WS-02530,WRK-WS-02530,WRK-WS-02530,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,347.973,447.604,43.879,42.175,44.662,43.762,9.758,12.404,10.552,14.182,0.594549763,0.218137848,0.029779642,-0.089489117,0.580742227,0.570895522,115.9392961,106.9489021,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-yDFrndnaFGdhcPy6t4diH8,WRK-WS-02530,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02530.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-yDFrndnaFGdhcPy6t4diH8
WRK-WS-02535,WRK-WS-02535,WRK-WS-02535,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,303.47,394.384,40.375,37.783,41.18,40.312,9.377,12.34,10.213,13.547,0.580056541,0.248621686,0.035341766,-0.080137547,0.562694301,0.6015625,114.5948997,108.2051103,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-MnxbpkEJdogdNDcnGW57GS,WRK-WS-02535,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02535.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-MnxbpkEJdogdNDcnGW57GS
WRK-WS-02539,WRK-WS-02539,WRK-WS-02539,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,321.972,422.399,40.513,39.031,41.698,41.233,9.927,12.742,10.88,14.923,0.587817259,0.322895277,0.044509408,-0.040242752,0.562256809,0.567375887,119.291237,107.7100277,47.244,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-GBHHssdDAqNK5vLCkvmws6,WRK-WS-02539,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02539.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-GBHHssdDAqNK5vLCkvmws6
WRK-WS-02540,WRK-WS-02540,WRK-WS-02540,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,327.01,421.522,42.111,40.27,42.767,41.222,9.705,12.51,10.488,14.171,0.577827271,0.272913992,0.029530322,-0.118113286,0.608476287,0.582524272,114.5295131,105.6704292,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-zFRZSkTEqjQVFoHDs3TeZM,WRK-WS-02540,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02540.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-zFRZSkTEqjQVFoHDs3TeZM
WRK-WS-02541,WRK-WS-02541,WRK-WS-02541,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,339.315,439.647,41.995,40.375,42.545,41.656,10.107,12.795,11.113,14.7,0.615174129,0.179115854,0.030868565,-0.110900527,0.625714286,0.611231102,117.6031835,108.3617771,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-Fe3PRDGAo6cRQ2PXWntYvM,WRK-WS-02541,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02541.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Fe3PRDGAo6cRQ2PXWntYvM
WRK-WS-02542,WRK-WS-02542,WRK-WS-02542,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,319.063,419.3,41.571,39.719,42.471,41.656,9.578,12.499,10.287,14.383,0.568901072,0.258892276,0.042849441,-0.083841135,0.575102881,0.572479765,99.82217238,97.89015497,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-ngHH4WmXUxJ5zmC768bgLA,WRK-WS-02542,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02542.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-ngHH4WmXUxJ5zmC768bgLA
WRK-WS-02543,WRK-WS-02543,WRK-WS-02543,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,348.104,449.285,43.371,41.18,43.974,43.17,9.948,13.007,10.615,14.51,0.614921781,0.295660701,0.026608514,-0.090957743,0.555333998,0.590080233,114.0880243,110.5782508,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-Nzwtv5gfZMpt8Je3ThfzRT,WRK-WS-02543,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02543.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Nzwtv5gfZMpt8Je3ThfzRT
WRK-WS-02544,WRK-WS-02544,WRK-WS-02544,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,345.599,436.325,43.402,41.349,44.175,42.386,9.853,12.478,10.552,13.663,0.615237183,0.240449438,0.034863746,-0.116731675,0.580742227,0.599535244,116.4652204,107.46861,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-uo7rvLCCmEh4Z6Y4JVRa97,WRK-WS-02544,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02544.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-uo7rvLCCmEh4Z6Y4JVRa97
WRK-WS-02547,WRK-WS-02547,WRK-WS-02547,Anisoptera,Aeshnidae,Aeshna,juncea,Aeshna juncea,M,right,347.062,439.175,42.418,40.883,43.487,42.545,10.202,12.7,10.869,14.256,0.633487467,0.294278607,0.051829127,-0.098565035,0.573515093,0.605048255,120.9755571,113.4985218,94.488,Canada,Yukon Territory,,TRUE,FALSE,FALSE,FALSE,6/28/2016 17:00:00,00-sb3JcfUAz9ru6xjM3bgLTg,WRK-WS-02547,WRK-WS,Epson NX620,Will Kuhn,,WRK-WS-02547.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-sb3JcfUAz9ru6xjM3bgLTg
41510,41510,UA-001227,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,F,right,366.773,480.031,42.312,40.704,42.566,41.698,11.197,14.118,11.748,15.6,0.616608652,0.283248731,0.050464723,-0.115637319,0.553153153,0.609226594,117.0541743,108.8533477,47.244,United States,Montana,Lake,TRUE,FALSE,FALSE,FALSE,1/23/2018 16:31:42,00-uvedMAimwfomXC4dNYnk7C,None,UA,None,None,,UA-001227.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-uvedMAimwfomXC4dNYnk7C
36587,36587,UA-001075,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,F,right,365.153,490.7,42.545,42.037,42.905,43.857,10.88,14.605,11.515,16.193,0.61174149,0.277027027,0.026091973,-0.076187812,0.564338235,0.654901961,112.2863558,104.8353613,47.244,United States,Montana,Powell,TRUE,FALSE,FALSE,FALSE,12/15/2017 20:52:53,00-VahCidK7MGKJrh32Kna6V9,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001075.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-VahCidK7MGKJrh32Kna6V9
38953,38953,UA-001077,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,F,right,379.415,487.174,43.752,42.016,43.773,42.355,11.091,14.415,11.98,15.875,0.609284333,0.253373313,0.028361726,-0.126801519,0.63074205,0.685333333,116.0117979,104.6769883,47.244,United States,California,Sierra,TRUE,FALSE,FALSE,FALSE,12/15/2017 20:52:46,00-WegLjggXrrSK9PfGzPsya6,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001077.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-WegLjggXrrSK9PfGzPsya6
48797,48797,UA-001073,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,F,right,357.859,476.996,41.783,42.312,42.206,42.778,10.837,14.457,11.515,15.706,0.589267803,0.270163286,0.027250645,-0.114403838,0.586397059,0.661725067,113.6968065,104.9753257,47.244,United States,Wyoming,Fremont,TRUE,FALSE,FALSE,FALSE,12/15/2017 20:52:36,00-A9NyCfgRFTxezkMeXC4f4g,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001073.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-A9NyCfgRFTxezkMeXC4f4g
38957,38957,UA-001074,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,F,right,392.473,502.049,44.535,43.646,44.746,45.191,11.197,14.33,11.959,15.473,0.598391675,0.296487119,0.007181522,-0.076145058,0.589380531,0.658002736,110.1336592,102.7065518,47.244,United States,New Mexico,Cibola,TRUE,FALSE,FALSE,FALSE,12/15/2017 20:52:27,00-v9JHL468YGXz4REPwwS2mk,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001074.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-v9JHL468YGXz4REPwwS2mk
28070,28070,UA-001225,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,M,right,389.081,511.175,44.344,43.18,44.535,43.984,10.964,14.605,11.79,15.79,0.609315589,0.220404235,0.026014222,-0.148085792,0.597845601,0.63538874,119.4000609,108.8869806,47.244,United States,Utah,Sevier,TRUE,FALSE,FALSE,FALSE,1/23/2018 16:31:43,00-67AuM8eqnQDPYniu2CoTK5,None,UA,None,None,,UA-001225.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-67AuM8eqnQDPYniu2CoTK5
25868,25868,UA-001226,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,M,right,389.935,502.281,44.535,42.101,44.725,43.561,10.964,14.563,11.917,15.388,0.577851396,0.239067055,0.022389175,-0.159857865,0.587921847,0.640990371,115.3018685,104.0258159,47.244,United States,Utah,Sevier,TRUE,FALSE,FALSE,FALSE,1/23/2018 16:31:40,00-3fAaArx5HFFCDqbGKeBrU9,None,UA,None,None,,UA-001226.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-3fAaArx5HFFCDqbGKeBrU9
25871,25871,UA-000100,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,M,right,360.56,490.212,42.524,41.254,42.99,43.244,10.626,14.224,11.282,15.621,0.615460364,0.266275086,0.029810397,-0.115980107,0.532833021,0.64498645,114.6433163,108.1357936,47.244,United States,New Mexico,Cibola,TRUE,FALSE,FALSE,FALSE,1/8/2018 16:43:39,00-GrJ3HAtfpc6Snj66oKZFom,None,UA,None,None,,UA-000100.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-GrJ3HAtfpc6Snj66oKZFom
22135,22135,UA-000101,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,M,right,381.111,492.823,43.222,41.698,43.413,43.476,11.176,14.182,11.79,15.452,0.573866407,0.248296008,0.009676279,-0.130045729,0.601436266,0.643835616,136.0559238,105.1224989,47.244,United States,Montana,Missoula,TRUE,FALSE,FALSE,FALSE,1/8/2018 16:42:08,00-FpzTrWpxfxCz5A5WXLhJDN,None,UA,None,None,,UA-000101.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-FpzTrWpxfxCz5A5WXLhJDN
22133,22133,UA-000099,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,M,right,379.236,491.467,43.984,42.333,44.027,43.371,10.816,14.457,11.642,15.833,0.570192308,0.270863836,0.016626542,-0.122698761,0.625454546,0.643048128,116.0197454,108.9511741,47.244,United States,South Dakota,Lawrence,TRUE,FALSE,FALSE,FALSE,1/8/2018 16:42:04,00-BcUANcXiJadExr78kD8LPa,None,UA,None,None,,UA-000099.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-BcUANcXiJadExr78kD8LPa
28069,28069,UA-001224,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,M,right,393.775,497.607,45.17,43.032,45.233,43.688,11.049,14.584,11.959,16.002,0.585400094,0.274224806,0.027932113,-0.133551571,0.619469027,0.669312169,117.5967752,106.216513,47.244,United States,Utah,Sevier,TRUE,FALSE,FALSE,FALSE,1/4/2018 20:33:02,00-yAnPUB3VPkMvPwLHyqAFNT,None,UA,None,None,,UA-001224.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-yAnPUB3VPkMvPwLHyqAFNT
22119,22119,UA-001076,Anisoptera,Aeshnidae,Aeshna,palmata,Aeshna palmata,M,right,354.296,470.271,43.138,41.995,43.18,43.413,10.287,13.674,11.049,15.134,0.569607843,0.280838615,0.012282215,-0.111666412,0.609195402,0.664335664,115.0966394,107.2107093,47.244,United States,California,Mono,TRUE,FALSE,FALSE,FALSE,12/15/2017 20:52:54,00-qT4Nz3xXPEYCdEicbKXkeU,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001076.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-qT4Nz3xXPEYCdEicbKXkeU
19936,19936,UA-000103,Anisoptera,Aeshnidae,Aeshna,persephone,Aeshna persephone,M,right,483.541,652.225,52.049,49.89,52.62,50.779,11.811,15.748,12.467,17.018,0.567578439,0.197165486,0.050390159,-0.146960187,0.553480475,0.629353234,118.4100377,107.7046491,47.244,United States,Utah,Kane,TRUE,TRUE,FALSE,FALSE,1/8/2018 16:42:52,00-3FnEXqjb4H7eGnLh2wYyrB,None,UA,None,None,,UA-000103.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-3FnEXqjb4H7eGnLh2wYyrB
25862,25862,UA-001082,Anisoptera,Aeshnidae,Aeshna,persephone,Aeshna persephone,M,right,472.605,631.417,50.144,49.34,50.419,50.694,11.896,15.833,12.785,17.187,0.539882452,0.315240084,0.018135251,-0.096530538,0.604304636,0.662561576,111.2726059,105.55107,47.244,United States,Arizona,Cochise,TRUE,TRUE,FALSE,FALSE,12/15/2017 21:52:01,00-DC63tZqr2y5ycgsPK3m6mS,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001082.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-DC63tZqr2y5ycgsPK3m6mS
33544,33544,UA-001079,Anisoptera,Aeshnidae,Aeshna,persephone,Aeshna persephone,M,right,511.396,661.233,51.435,49.699,51.88,51.393,12.446,15.875,13.399,17.399,0.570379437,0.272652389,0.015737917,-0.114472071,0.622432859,0.669099757,114.5219979,107.6668815,47.244,United States,Arizona,Coconino,TRUE,TRUE,FALSE,FALSE,12/15/2017 21:51:50,00-qAr2FeKKp9e3jgfPDX5CYf,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001079.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-qAr2FeKKp9e3jgfPDX5CYf
